Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
23.55,1493.379,963.70,-48.85714,96.62, -,8.945935
23.60,1484.851,964.00,-48.85714,96.62, -,8.945935
23.65,1473.483,964.40,-48.80952,96.62, -,8.945935
23.70,1464.96,964.70,-51.47619,96.62, -,8.945935
23.75,1456.44,965.00,-56.85714,96.62, -,8.945935
23.80,1453.601,965.10,-56.85714,96.62, -,8.945935
23.85,1459.279,964.90,-48.71429,96.62, -,8.945935
23.90,1459.279,964.90,-48.71429,96.62, -,8.945935
23.95,1447.922,965.30,-59.52381,96.62, -,8.945935
24.00,1442.243,965.50,-64.95238,96.62, -,8.945935
24.05,1445.081,965.40,-59.52381,96.62, -,8.945935
24.10,1453.601,965.10,-51.42857,96.62, -,8.945935
24.15,1445.081,965.40,-59.52381,96.62, -,8.945935
24.20,1436.566,965.70,-62.19048,96.62, -,8.945935
24.25,1439.405,965.60,-56.76191,96.62, -,8.945935
24.30,1439.405,965.60,-54.04762,96.62, -,8.945935
24.35,1442.243,965.50,-48.61905,96.62, -,8.945935
24.40,1439.405,965.60,-51.33333,96.62, -,8.945935
24.45,1425.216,966.10,-67.57143,96.62, -,8.945935
24.50,1413.868,966.50,-81.09524,96.62, -,8.945935
24.55,1419.541,966.30,-73,96.62, -,8.945935
24.60,1422.378,966.20,-67.57143,96.62, -,8.945935
24.65,1419.541,966.30,-62.14286,96.62, -,8.945935
24.70,1416.703,966.40,-54.04762,96.62, -,8.945935
24.75,1425.216,966.10,-37.85714,96.62, -,8.945935
24.80,1422.378,966.20,-32.47619,96.62, -,8.945935
24.85,1411.032,966.60,-40.57143,96.62, -,8.945935
24.90,1405.36,966.80,-51.38095,96.62, -,8.945935
24.95,1399.689,967.00,-56.76191,96.62, -,8.945935
25.00,1399.689,967.00,-45.95238,96.62, -,8.945935
25.05,1402.524,966.90,-37.80952,96.62, -,8.945935
25.10,1408.195,966.70,-35.14286,96.62, -,8.945935
25.15,1408.195,966.70,-43.23809,96.62, -,8.945935
25.20,1405.36,966.80,-37.85714,96.62, -,8.945935
25.25,1394.019,967.20,-40.57143,96.62, -,8.945935
25.30,1382.683,967.60,-54.09524,96.62, -,8.945935
25.35,1374.181,967.90,-62.19048,96.62, -,8.945935
25.40,1368.517,968.10,-70.28571,96.62, -,8.945935
25.45,1368.517,968.10,-67.57143,96.62, -,8.945935
25.50,1371.349,968.00,-51.33333,96.62, -,8.945935
25.55,1371.349,968.00,-40.52381,96.62, -,8.945935
25.60,1365.684,968.20,-51.28571,96.62, -,8.945935
25.65,1362.852,968.30,-56.71429,96.62, -,8.945935
25.70,1360.019,968.40,-56.71429,96.62, -,8.945935
25.75,1354.357,968.60,-59.38095,96.62, -,8.945935
25.80,1354.357,968.60,-67.47619,96.62, -,8.945935
25.85,1360.019,968.40,-59.38095,96.62, -,8.945935
25.90,1365.684,968.20,-43.19048,96.62, -,8.945935
25.95,1365.684,968.20,-37.80952,96.62, -,8.945935
26.00,1365.684,968.20,-32.42857,96.62, -,8.945935
26.05,1360.019,968.40,-37.80952,96.62, -,8.945935
26.10,1351.525,968.70,-48.61905,96.62, -,8.945935
26.15,1345.863,968.90,-59.38095,96.62, -,8.945935
26.20,1337.372,969.20,-67.47619,96.62, -,8.945935
26.25,1337.372,969.20,-64.7619,96.62, -,8.945935
26.30,1337.372,969.20,-53.95238,96.62, -,8.945935
26.35,1340.203,969.10,-40.42857,96.62, -,8.945935
26.40,1337.372,969.20,-35.04762,96.62, -,8.945935
26.45,1326.055,969.60,-40.42857,96.62, -,8.945935
26.50,1317.568,969.90,-48.52381,96.62, -,8.945935
26.55,1314.74,970.00,-53.95238,96.44, -,8.945935
26.60,1314.74,970.00,-53.95238,96.44, -,8.945935
26.65,1314.74,970.00,-48.57143,96.44, -,8.945935
26.70,1314.74,970.00,-45.85714,96.44, -,8.945935
26.75,1311.913,970.10,-45.85714,96.44, -,8.945935
26.80,1306.258,970.30,-45.85714,96.44, -,8.945935
26.85,1300.603,970.50,-51.23809,96.44, -,8.945935
26.90,1300.603,970.50,-56.61905,96.44, -,8.945935
26.95,1297.777,970.60,-64.71429,96.44, -,8.945935
27.00,1300.603,970.50,-62,96.44, -,8.945935
27.05,1306.258,970.30,-56.61905,96.44, -,8.945935
27.10,1306.258,970.30,-51.23809,96.44, -,8.945935
27.15,1297.777,970.60,-51.23809,96.44, -,8.945935
27.20,1297.777,970.60,-45.85714,96.44, -,8.945935
27.25,1289.297,970.90,-45.85714,96.44, -,8.945935
27.30,1280.82,971.20,-53.95238,96.44, -,8.945935
27.35,1277.996,971.30,-56.61905,96.44, -,8.945935
27.40,1275.17,971.40,-62.04762,96.44, -,8.945935
27.45,1272.346,971.50,-62,96.44, -,8.945935
27.50,1269.522,971.60,-53.90476,96.44, -,8.945935
27.55,1269.522,971.60,-45.80952,96.44, -,8.945935
27.60,1269.522,971.60,-43.09524,96.44, -,8.945935
27.65,1272.346,971.50,-40.42857,96.44, -,8.945935
27.70,1272.346,971.50,-40.42857,96.44, -,8.945935
27.75,1275.17,971.40,-37.76191,96.44, -,8.945935
27.80,1269.522,971.60,-40.42857,96.44, -,8.945935
27.85,1263.874,971.80,-40.42857,96.44, -,8.945935
27.90,1261.049,971.90,-37.71429,96.44, -,8.945935
27.95,1258.226,972.00,-40.38095,96.44, -,8.945935
28.00,1258.226,972.00,-37.66667,96.44, -,8.945935
28.05,1263.874,971.80,-35,96.44, -,8.945935
28.10,1258.226,972.00,-45.76191,96.44, -,8.945935
28.15,1249.758,972.30,-53.80952,96.44, -,8.945935
28.20,1246.934,972.40,-48.38095,96.44, -,8.945935
28.25,1246.934,972.40,-48.38095,96.44, -,8.945935
28.30,1241.291,972.60,-45.66667,96.44, -,8.945935
28.35,1230.004,973.00,-48.33333,96.44, -,8.945935
28.40,1221.543,973.30,-53.71429,96.44, -,8.945935
28.45,1221.543,973.30,-51,96.44, -,8.945935
28.50,1218.722,973.40,-51,96.44, -,8.945935
28.55,1221.543,973.30,-45.66667,96.44, -,8.945935
28.60,1224.363,973.20,-43,96.44, -,8.945935
28.65,1221.543,973.30,-45.66667,96.44, -,8.945935
28.70,1213.083,973.60,-56.38095,96.44, -,8.945935
28.75,1207.444,973.80,-61.76191,96.44, -,8.945935
28.80,1207.444,973.80,-64.42857,96.44, -,8.945935
28.85,1201.806,974.00,-64.42857,96.44, -,8.945935
28.90,1198.988,974.10,-61.71429,96.44, -,8.945935
28.95,1198.988,974.10,-59.04762,96.44, -,8.945935
29.00,1198.988,974.10,-56.38095,96.44, -,8.945935
29.05,1201.806,974.00,-53.71429,96.44, -,8.945935
29.10,1201.806,974.00,-59.09524,96.44, -,8.945935
29.15,1196.169,974.20,-59.09524,96.44, -,8.945935
29.20,1193.352,974.30,-53.71429,96.44, -,8.945935
29.25,1193.352,974.30,-51.04762,96.44, -,8.945935
29.30,1190.533,974.40,-53.71429,96.44, -,8.945935
29.35,1179.265,974.80,-59.04762,96.44, -,8.945935
29.40,1170.816,975.10,-56.33333,96.44, -,8.945935
29.45,1167.999,975.20,-50.95238,96.44, -,8.945935
29.50,1165.184,975.30,-53.61905,96.44, -,8.945935
29.55,1159.553,975.50,-56.33333,96.44, -,8.945935
29.60,1159.553,975.50,-59,96.44, -,8.945935
29.65,1165.184,975.30,-56.28571,96.44, -,8.945935
29.70,1162.367,975.40,-56.28571,96.44, -,8.945935
29.75,1159.553,975.50,-50.90476,96.44, -,8.945935
29.80,1159.553,975.50,-45.52381,96.44, -,8.945935
29.85,1159.553,975.50,-45.52381,96.44, -,8.945935
29.90,1159.553,975.50,-40.14286,96.44, -,8.945935
29.95,1159.553,975.50,-37.47619,96.44, -,8.945935
30.00,1156.738,975.60,-40.14286,96.44, -,8.945935
30.05,1156.738,975.60,-40.14286,96.44, -,8.945935
30.10,1153.922,975.70,-45.47619,96.44, -,8.945935
30.15,1148.293,975.90,-50.85714,96.44, -,8.945935
30.20,1142.667,976.10,-50.85714,96.44, -,8.945935
30.25,1139.852,976.20,-50.85714,96.44, -,8.945935
30.30,1139.852,976.20,-50.85714,96.44, -,8.945935
30.35,1137.039,976.30,-50.85714,96.44, -,8.945935
30.40,1128.601,976.60,-48.19048,96.44, -,8.945935
30.45,1122.976,976.80,-45.47619,96.44, -,8.945935
30.50,1122.976,976.80,-42.80952,96.44, -,8.945935
30.55,1125.787,976.70,-37.47619,96.26, -,8.945935
30.60,1122.976,976.80,-34.76191,96.26, -,8.945935
30.65,1117.352,977.00,-40.09524,96.26, -,8.945935
30.70,1111.728,977.20,-50.80952,96.26, -,8.945935
30.75,1111.728,977.20,-48.14286,96.26, -,8.945935
30.80,1103.296,977.50,-53.52381,96.26, -,8.945935
30.85,1100.487,977.60,-56.19048,96.26, -,8.945935
30.90,1103.296,977.50,-53.52381,96.26, -,8.945935
30.95,1108.918,977.30,-48.19048,96.26, -,8.945935
31.00,1108.918,977.30,-48.19048,96.26, -,8.945935
31.05,1106.106,977.40,-48.19048,96.26, -,8.945935
31.10,1100.487,977.60,-53.52381,96.26, -,8.945935
31.15,1092.055,977.90,-58.90476,96.26, -,8.945935
31.20,1089.247,978.00,-56.19048,96.26, -,8.945935
31.25,1083.628,978.20,-56.14286,96.26, -,8.945935
31.30,1078.011,978.40,-58.80952,96.26, -,8.945935
31.35,1078.011,978.40,-58.80952,96.26, -,8.945935
31.40,1080.82,978.30,-53.47619,96.26, -,8.945935
31.45,1083.628,978.20,-42.76191,96.26, -,8.945935
31.50,1078.011,978.40,-42.76191,96.26, -,8.945935
31.55,1072.396,978.60,-48.09524,96.26, -,8.945935
31.60,1069.587,978.70,-53.42857,96.26, -,8.945935
31.65,1066.78,978.80,-53.42857,96.26, -,8.945935
31.70,1066.78,978.80,-48.09524,96.26, -,8.945935
31.75,1066.78,978.80,-42.76191,96.26, -,8.945935
31.80,1061.165,979.00,-48.09524,96.26, -,8.945935
31.85,1052.745,979.30,-48.04762,96.26, -,8.945935
31.90,1049.938,979.40,-48.04762,96.26, -,8.945935
31.95,1049.938,979.40,-50.71429,96.26, -,8.945935
32.00,1049.938,979.40,-56.04762,96.26, -,8.945935
32.05,1047.133,979.50,-58.71429,96.26, -,8.945935
32.10,1047.133,979.50,-56.04762,96.26, -,8.945935
32.15,1049.938,979.40,-48.04762,96.26, -,8.945935
32.20,1052.745,979.30,-37.33333,96.26, -,8.945935
32.25,1041.521,979.70,-45.33333,96.26, -,8.945935
32.30,1033.107,980.00,-48,96.26, -,8.945935
32.35,1030.303,980.10,-45.33333,96.26, -,8.945935
32.40,1030.303,980.10,-45.33333,96.26, -,8.945935
32.45,1033.107,980.00,-45.33333,96.26, -,8.945935
32.50,1035.911,979.90,-45.33333,96.26, -,8.945935
32.55,1038.717,979.80,-37.33333,96.26, -,8.945935
32.60,1038.717,979.80,-32,96.26, -,8.945935
32.65,1030.303,980.10,-37.33333,96.26, -,8.945935
32.70,1019.086,980.50,-45.33333,96.26, -,8.945935
32.75,1010.677,980.80,-53.33333,96.26, -,8.945935
32.80,1005.072,981.00,-58.66667,96.26, -,8.945935
32.85,1005.072,981.00,-53.33333,96.26, -,8.945935
32.90,1002.27,981.10,-48,96.26, -,8.945935
32.95,996.6658,981.30,-50.66667,96.26, -,8.945935
33.00,991.0626,981.50,-56,96.26, -,8.945935
33.05,988.2622,981.60,-58.66667,96.26, -,8.945935
33.10,985.4603,981.70,-58.66667,96.26, -,8.945935
33.15,985.4603,981.70,-58.66667,96.26, -,8.945935
33.20,985.4603,981.70,-61.33333,96.26, -,8.945935
33.25,991.0626,981.50,-58.66667,96.26, -,8.945935
33.30,996.6658,981.30,-42.66667,96.26, -,8.945935
33.35,999.4669,981.20,-32,96.26, -,8.945935
33.40,1005.072,981.00,-24,96.26, -,8.945935
33.45,999.4669,981.20,-29.33333,96.26, -,8.945935
33.50,991.0626,981.50,-40,96.26, -,8.945935
33.55,979.8589,981.90,-53.33333,96.26, -,8.945935
33.60,974.2602,982.10,-61.33333,96.26, -,8.945935
33.65,968.6607,982.30,-66.66666,96.26, -,8.945935
33.70,965.8604,982.40,-61.33333,96.26, -,8.945935
33.75,965.8604,982.40,-50.66667,96.26, -,8.945935
33.80,968.6607,982.30,-40,96.26, -,8.945935
33.85,977.0594,982.00,-26.66667,96.26, -,8.945935
33.90,968.6607,982.30,-34.66667,96.26, -,8.945935
33.95,949.0705,983.00,-50.66667,96.26, -,8.945935
34.00,943.4751,983.20,-50.66667,96.26, -,8.945935
34.05,943.4751,983.20,-45.33333,96.26, -,8.945935
34.10,943.4751,983.20,-42.66667,96.26, -,8.945935
34.15,935.0847,983.50,-48,96.26, -,8.945935
34.20,932.2888,983.60,-50.66667,96.26, -,8.945935
34.25,929.4916,983.70,-53.33333,96.26, -,8.945935
34.30,935.0847,983.50,-53.33333,96.26, -,8.945935
34.35,935.0847,983.50,-58.66667,96.26, -,8.945935
34.40,932.2888,983.60,-64,96.26, -,8.945935
34.45,932.2888,983.60,-69.33334,96.26, -,8.945935
34.50,929.4916,983.70,-66.66666,96.26, -,8.945935
34.55,923.8994,983.90,-64,96.07999, -,8.945935
34.60,921.1046,984.00,-56,96.07999, -,8.945935
34.65,923.8994,983.90,-48,96.07999, -,8.945935
34.70,926.6962,983.80,-40,96.07999, -,8.945935
34.75,915.5138,984.20,-48,96.07999, -,8.945935
34.80,907.1302,984.50,-56,96.07999, -,8.945935
34.85,904.3367,984.60,-61.33333,96.07999, -,8.945935
34.90,901.5417,984.70,-72,96.07999, -,8.945935
34.95,895.9542,984.90,-69.33334,96.07999, -,8.945935
35.00,895.9542,984.90,-50.66667,96.07999, -,8.945935
35.05,898.7487,984.80,-42.66667,96.07999, -,8.945935
35.10,898.7487,984.80,-42.66667,96.07999, -,8.945935
35.15,895.9542,984.90,-45.33333,96.07999, -,8.945935
35.20,895.9542,984.90,-37.33333,96.07999, -,8.945935
35.25,893.1616,985.00,-37.33333,96.07999, -,8.945935
35.30,887.5754,985.20,-40,96.07999, -,8.945935
35.35,881.9902,985.40,-50.66667,96.07999, -,8.945935
35.40,879.1987,985.50,-53.33333,96.07999, -,8.945935
35.45,884.7836,985.30,-45.33333,96.07999, -,8.945935
35.50,884.7836,985.30,-45.33333,96.07999, -,8.945935
35.55,879.1987,985.50,-48,96.07999, -,8.945935
35.60,873.6149,985.70,-48,96.07999, -,8.945935
35.65,865.2416,986.00,-53.28571,96.07999, -,8.945935
35.70,859.66,986.20,-61.28571,96.07999, -,8.945935
35.75,854.0794,986.40,-69.28571,96.07999, -,8.945935
35.80,851.2902,986.50,-61.28571,96.07999, -,8.945935
35.85,851.2902,986.50,-53.28571,96.07999, -,8.945935
35.90,854.0794,986.40,-47.95238,96.07999, -,8.945935
35.95,859.66,986.20,-39.95238,96.07999, -,8.945935
36.00,856.8705,986.30,-37.28571,96.07999, -,8.945935
36.05,854.0794,986.40,-39.95238,96.07999, -,8.945935
36.10,854.0794,986.40,-42.61905,96.07999, -,8.945935
36.15,851.2902,986.50,-45.28571,96.07999, -,8.945935
36.20,848.5013,986.60,-45.28571,96.07999, -,8.945935
36.25,845.7109,986.70,-47.95238,96.07999, -,8.945935
36.30,837.3446,987.00,-53.23809,96.07999, -,8.945935
36.35,837.3446,987.00,-47.90476,96.07999, -,8.945935
36.40,834.5568,987.10,-45.23809,96.07999, -,8.945935
36.45,834.5568,987.10,-42.57143,96.07999, -,8.945935
36.50,828.9803,987.30,-53.23809,96.07999, -,8.945935
36.55,817.8299,987.70,-63.85714,96.07999, -,8.965384
36.60,809.4704,988.00,-66.47619,96.07999, -,8.965384
36.65,803.8979,988.20,-66.42857,96.07999, -,8.965384
36.70,803.8979,988.20,-58.47619,96.07999, -,8.965384
36.75,803.8979,988.20,-53.14286,96.07999, -,8.965384
36.80,801.1129,988.30,-50.47619,96.07999, -,8.965384
36.85,792.7575,988.60,-55.76191,96.07999, -,8.965384
36.90,792.7575,988.60,-55.76191,96.07999, -,8.965384
36.95,789.9717,988.70,-61.09524,96.07999, -,8.965384
37.00,784.4025,988.90,-71.71429,96.07999, -,8.965384
37.05,781.6191,989.00,-71.71429,96.07999, -,8.965384
37.10,778.8359,989.10,-71.71429,96.07999, -,8.965384
37.15,776.0512,989.20,-74.38095,96.07999, -,8.965384
37.20,776.0512,989.20,-71.71429,96.07999, -,8.965384
37.25,776.0512,989.20,-69.04762,96.07999, -,8.965384
37.30,778.8359,989.10,-63.71429,96.07999, -,8.965384
37.35,787.1879,988.80,-47.80952,96.07999, -,8.965384
37.40,792.7575,988.60,-42.52381,96.07999, -,8.965384
37.45,792.7575,988.60,-39.85714,96.07999, -,8.965384
37.50,784.4025,988.90,-47.80952,96.07999, -,8.829249
37.55,770.4842,989.40,-55.71429,96.07999, -,8.829249
37.60,756.5717,989.90,-58.33333,96.07999, -,8.829249
37.65,751.0096,990.10,-55.66667,96.07999, -,8.829249
37.70,748.2272,990.20,-53.04762,96.07999, -,8.829249
37.75,745.4467,990.30,-55.71429,96.07999, -,8.829249
37.80,748.2272,990.20,-53.04762,96.07999, -,8.829249
37.85,753.7905,990.00,-45.09524,96.07999, -,8.829249
37.90,745.4467,990.30,-45.09524,96.07999, -,8.829249
37.95,731.5444,990.80,-58.33333,96.07999, -,8.829249
38.00,723.2061,991.10,-63.61905,96.07999, -,8.829249
38.05,723.2061,991.10,-58.33333,96.07999, -,8.829249
38.10,723.2061,991.10,-55.66667,96.07999, -,8.829249
38.15,725.9847,991.00,-50.33333,96.07999, -,8.829249
38.20,723.2061,991.10,-50.33333,96.07999, -,8.829249
38.25,717.6477,991.30,-55.61905,96.07999, -,8.829249
38.30,717.6477,991.30,-55.61905,96.07999, -,8.829249
38.35,723.2061,991.10,-53,96.07999, -,8.829249
38.40,714.868,991.40,-68.90476,96.07999, -,8.829249
38.45,709.3128,991.60,-79.47619,96.07999, -,8.829249
38.50,706.5338,991.70,-82.14286,96.07999, -,8.829249
38.55,703.7568,991.80,-76.85714,96.07999, -,8.945935
38.60,703.7568,991.80,-63.61905,96.07999, -,8.945935
38.65,703.7568,991.80,-50.38095,96.07999, -,8.945935
38.70,703.7568,991.80,-45.09524,96.07999, -,8.945935
38.75,695.4252,992.10,-50.38095,96.07999, -,8.945935
38.80,689.8715,992.30,-53,96.07999, -,8.945935
38.85,687.0941,992.40,-58.33333,96.07999, -,8.945935
38.90,678.7666,992.70,-71.57143,96.07999, -,8.945935
38.95,673.2155,992.90,-68.90476,96.07999, -,8.945935
39.00,673.2155,992.90,-55.66667,96.07999, -,8.945935
39.05,673.2155,992.90,-47.71429,96.07999, -,8.945935
39.10,675.9918,992.80,-45.04762,96.07999, -,8.945935
39.15,678.7666,992.70,-42.42857,96.07999, -,8.945935
39.20,678.7666,992.70,-45.09524,96.07999, -,8.945935
39.25,667.6671,993.10,-53,96.07999, -,8.945935
39.30,662.1178,993.30,-53,96.07999, -,8.945935
39.35,659.3427,993.40,-55.66667,96.07999, -,8.945935
39.40,659.3427,993.40,-60.95238,96.07999, -,8.945935
39.45,662.1178,993.30,-50.33333,96.07999, -,8.945935
39.50,653.7965,993.60,-52.95238,95.9, -,8.945935
39.55,648.2495,993.80,-55.57143,95.9, -,8.945935
39.60,648.2495,993.80,-52.90476,95.9, -,8.945935
39.65,648.2495,993.80,-52.90476,95.9, -,8.945935
39.70,642.7034,994.00,-58.19048,95.9, -,8.945935
39.75,637.1582,994.20,-63.47619,95.9, -,8.945935
39.80,634.3868,994.30,-58.14286,95.9, -,8.945935
39.85,631.614,994.40,-55.47619,95.9, -,8.945935
39.90,628.843,994.50,-55.42857,95.9, -,8.945935
39.95,626.0723,994.60,-50.09524,95.9, -,8.945935
40.00,623.3,994.70,-47.42857,95.9, -,8.945935
40.05,620.5298,994.80,-50.04762,95.9, -,8.945935
40.10,620.5298,994.80,-50.04762,95.9, -,8.945935
40.15,620.5298,994.80,-52.71429,95.9, -,8.945935
40.20,617.758,994.90,-57.95238,95.9, -,8.945935
40.25,614.9882,995.00,-60.57143,95.9, -,8.945935
40.30,612.2186,995.10,-52.61905,95.9, -,8.945935
40.35,609.4475,995.20,-49.95238,95.9, -,8.945935
40.40,606.6783,995.30,-49.90476,95.9, -,8.945935
40.45,106.2808,1013.50,-526.4762,95.9, -,8.945935
40.50,144.5141,1012.10,-492.7143,95.9, Main,8.945935
40.55,598.3705,995.60,-52.57143,95.9, -,8.945935
40.60,584.5282,996.10,-60.47619,95.9, -,8.945935
40.65,581.7593,996.20,-63.09524,95.9, -,8.945935
40.70,578.9924,996.30,-65.71429,95.9, -,8.945935
40.75,576.2241,996.40,-63.04762,95.9, -,8.945935
40.80,573.4576,996.50,-60.38095,95.9, -,8.945935
40.85,567.9237,996.70,-63.04762,95.9, -,8.945935
40.90,565.158,996.80,-63.04762,95.9, -,8.945935
40.95,565.158,996.80,-60.42857,95.9, -,8.945935
41.00,565.158,996.80,-57.80952,95.9, -,8.945935
41.05,562.3907,996.90,-57.80952,95.9, -,8.945935
41.10,559.6254,997.00,-57.80952,95.9, -,8.945935
41.15,559.6254,997.00,-57.80952,95.9, -,8.945935
41.20,556.8603,997.10,-60.42857,95.9, -,8.945935
41.25,551.329,997.30,-63.09524,95.9, -,8.945935
41.30,548.5629,997.40,-63.09524,95.9, -,8.945935
41.35,548.5629,997.40,-60.47619,95.9, -,8.945935
41.40,545.7987,997.50,-60.47619,95.9, -,8.945935
41.45,543.0347,997.60,-60.47619,95.9, -,8.945935
41.50,540.2693,997.70,413.4762,95.9, -,8.945935
41.55,534.7408,997.90,371.7619,95.9, -,8.945935
41.60,531.9777,998.00,-63.09524,95.9, -,8.945935
41.65,531.9777,998.00,-49.90476,95.9, -,8.945935
41.70,531.9777,998.00,-47.28571,95.9, -,8.945935
41.75,529.2148,998.10,-47.28571,95.9, -,8.945935
41.80,523.688,998.30,-49.95238,95.9, -,8.945935
41.85,520.9242,998.40,-49.95238,95.9, -,8.945935
41.90,515.4005,998.60,-49.90476,95.9, -,8.945935
41.95,515.4005,998.60,-47.28571,95.9, -,8.945935
42.00,515.4005,998.60,-47.28571,95.9, -,8.945935
42.05,512.6373,998.70,-49.90476,95.9, -,8.945935
42.10,515.4005,998.60,-44.66667,95.9, -,8.945935
42.15,512.6373,998.70,-44.66667,95.9, -,8.945935
42.20,512.6373,998.70,-44.66667,95.9, -,8.945935
42.25,509.876,998.80,-44.66667,95.9, -,8.945935
42.30,509.876,998.80,-39.38095,95.9, -,8.945935
42.35,507.1133,998.90,-39.38095,95.9, -,8.945935
42.40,501.5918,999.10,-44.61905,95.9, -,8.945935
42.45,498.8297,999.20,-44.61905,95.9, -,8.945935
42.50,496.0695,999.30,-44.61905,95.9, -,8.945935
42.55,496.0695,999.30,-42,95.9, -,8.965384
42.60,493.3079,999.40,-39.33333,95.9, -,8.965384
42.65,485.0277,999.70,-44.61905,95.9, -,8.965384
42.70,482.2686,999.80,-47.23809,95.9, -,8.965384
42.75,476.7495,1000.00,-52.47619,95.9, -,8.965384
42.80,476.7495,1000.00,-49.85714,95.9, -,8.965384
42.85,473.9911,1000.10,-47.19048,95.9, -,8.965384
42.90,473.9911,1000.10,-44.57143,95.9, -,8.965384
42.95,479.5081,999.90,-34.09524,95.9, -,8.965384
43.00,476.7495,1000.00,-36.71429,95.9, -,8.965384
43.05,465.7139,1000.40,-47.23809,95.9, -,8.965384
43.10,462.9565,1000.50,-47.23809,95.9, -,8.965384
43.15,457.4404,1000.70,-55.09524,95.9, -,8.965384
43.20,451.9253,1000.90,-57.71429,95.9, -,8.965384
43.25,449.1689,1001.00,-60.33333,95.9, -,8.965384
43.30,446.4128,1001.10,-60.33333,95.9, -,8.965384
43.35,446.4128,1001.10,-60.33333,95.9, -,8.965384
43.40,443.6552,1001.20,-60.33333,95.9, -,8.965384
43.45,440.8995,1001.30,-57.71429,95.9, -,8.965384
43.50,440.8995,1001.30,-55.09524,95.9, -,8.945935
43.55,438.1423,1001.40,-55.09524,95.9, -,8.945935
43.60,438.1423,1001.40,-55.09524,95.9, -,8.945935
43.65,435.3871,1001.50,-55.09524,95.9, -,8.945935
43.70,438.1423,1001.40,-44.57143,95.9, -,8.945935
43.75,435.3871,1001.50,-44.57143,95.9, -,8.945935
43.80,435.3871,1001.50,-39.33333,95.9, -,8.945935
43.85,435.3871,1001.50,-39.33333,95.9, -,8.945935
43.90,432.632,1001.60,-39.33333,95.9, -,8.945935
43.95,432.632,1001.60,-39.33333,95.9, -,8.945935
44.00,432.632,1001.60,-44.57143,95.9, -,8.945935
44.05,429.8755,1001.70,-44.57143,95.9, -,8.945935
44.10,427.1209,1001.80,-36.66667,95.9, -,8.945935
44.15,427.1209,1001.80,-34.04762,95.9, -,8.945935
44.20,424.3649,1001.90,-31.42857,95.9, -,8.945935
44.25,424.3649,1001.90,-26.19048,95.9, -,8.945935
44.30,424.3649,1001.90,-23.57143,95.9, -,8.945935
44.35,424.3649,1001.90,-20.95238,95.9, -,8.945935
44.40,421.6107,1002.00,-23.57143,95.9, -,8.945935
44.45,421.6107,1002.00,-20.95238,95.9, -,8.945935
44.50,421.6107,1002.00,-18.33333,95.9, -,8.945935
44.55,421.6107,1002.00,-18.33333,95.9, -,8.945935
44.60,418.8568,1002.10,-18.33333,95.9, -,8.945935
44.65,418.8568,1002.10,-18.33333,95.9, -,8.945935
44.70,418.8568,1002.10,-15.71429,95.9, -,8.945935
44.75,416.1014,1002.20,-20.95238,95.9, -,8.945935
44.80,416.1014,1002.20,-18.33333,95.9, -,8.945935
44.85,416.1014,1002.20,-18.33333,95.9, -,8.945935
44.90,413.3479,1002.30,-20.95238,95.9, -,8.945935
44.95,413.3479,1002.30,-18.33333,95.9, -,8.945935
45.00,413.3479,1002.30,-18.33333,95.9, -,8.945935
45.05,413.3479,1002.30,-18.33333,95.9, -,8.945935
45.10,410.593,1002.40,-18.33333,95.9, -,8.945935
45.15,410.593,1002.40,-15.71429,95.9, -,8.945935
45.20,410.593,1002.40,-15.71429,95.9, -,8.945935
45.25,407.8399,1002.50,-15.71429,95.9, -,8.945935
45.30,407.8399,1002.50,-15.71429,95.9, -,8.945935
45.35,410.593,1002.40,-13.09524,95.9, -,8.945935
45.40,407.8399,1002.50,-15.71429,95.9, -,8.945935
45.45,405.0871,1002.60,-15.71429,95.9, -,8.945935
45.50,405.0871,1002.60,-15.71429,95.9, -,8.945935
45.55,402.3329,1002.70,-18.33333,95.9, -,8.945935
45.60,402.3329,1002.70,-18.33333,95.9, -,8.945935
45.65,402.3329,1002.70,-15.71429,95.9, -,8.945935
45.70,402.3329,1002.70,-15.71429,95.9, -,8.945935
45.75,399.5805,1002.80,-18.33333,95.9, -,8.945935
45.80,399.5805,1002.80,-15.71429,95.9, -,8.945935
45.85,399.5805,1002.80,-15.71429,95.9, -,8.945935
45.90,396.8267,1002.90,-18.33333,95.9, -,8.945935
45.95,396.8267,1002.90,-15.71429,95.9, -,8.945935
46.00,396.8267,1002.90,-15.71429,95.9, -,8.945935
46.05,394.0747,1003.00,-18.33333,95.9, -,8.945935
46.10,394.0747,1003.00,-18.33333,95.9, -,8.945935
46.15,394.0747,1003.00,-15.71429,95.9, -,8.945935
46.20,394.0747,1003.00,-15.71429,95.9, -,8.945935
46.25,391.323,1003.10,-18.33333,95.9, -,8.945935
46.30,391.323,1003.10,-15.71429,95.9, -,8.945935
46.35,388.5699,1003.20,-18.33333,95.9, -,8.945935
46.40,388.5699,1003.20,-20.95238,95.9, -,8.945935
46.45,388.5699,1003.20,-18.33333,95.9, -,8.945935
46.50,385.8186,1003.30,-18.33333,95.9, -,8.945935
46.55,385.8186,1003.30,-18.33333,95.9, -,8.965384
46.60,385.8186,1003.30,-15.71429,95.9, -,8.965384
46.65,383.0659,1003.40,-18.33333,95.9, -,8.965384
